"Kecamatan","Tahun","Long","Lat","Intercept","X1_fe","X2_fe","X3_fe","X5_fe","y","yhat","residual","CV_Score","Stud_residual","Intercept_SE","X1_fe_SE","X2_fe_SE","X3_fe_SE","X5_fe_SE","Intercept_TV","X1_fe_TV","X2_fe_TV","X3_fe_TV","X5_fe_TV","Local_R2","coords.x1","coords.x2","optional","Intercept_p_p","X1_fe_p_p","X2_fe_p_p","X3_fe_p_p","X5_fe_p_p","ket.Kepadatan","ket.SIM_C","ket.SIM_A","ket.Macet"
"Cipayung",2021,106.904,-6.325,-3.04955327719732e-16,5.54482109215175,-1.93664329411961,-3.56860007055391,1.12475161799209,-0.634945748009914,-1.23478610229669,0.599840354286775,0,0.604326041389533,0.847428162123687,15.459952367636,1.56924961829701,2.70041112085735,2.73553590470873,-3.59859798564521e-16,0.358657061826355,-1.23412060869023,-1.32150250863317,0.411163171375683,0.760418841256949,106.904,-6.325,TRUE,1,0.721,0.22,0.19,0.682,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cipayung",2020,106.904,-6.325,-3.04955327719732e-16,5.54482109215175,-1.93664329411961,-3.56860007055391,1.12475161799209,-0.0577223407281737,-0.815432186130601,0.757709845402427,0,0.675770177454592,0.847428162123687,15.459952367636,1.56924961829701,2.70041112085735,2.73553590470873,-3.59859798564521e-16,0.358657061826355,-1.23412060869023,-1.32150250863317,0.411163171375683,0.760418841256949,106.904,-6.325,TRUE,1,0.721,0.22,0.19,0.682,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Ciracas",2023,106.878,-6.334,-1.27342951637343e-16,4.5919353940843,-1.29284729691209,-4.60975066663095,1.94883799647515,2.3983041168918,0.207640863347078,2.19066325354473,0,0.997810754269951,0.710854720047381,14.3085283562278,1.24791399735066,2.3799770284316,2.33282886302444,-1.79140614876771e-16,0.320922968439702,-1.03600672775274,-1.93688872269022,0.835396898317067,0.802070542047521,106.878,-6.334,TRUE,1,0.749,0.303,0.056,0.406,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Ciracas",2020,106.878,-6.334,-1.27342951637343e-16,4.5919353940843,-1.29284729691209,-4.60975066663095,1.94883799647515,-0.273074231131245,-0.462080966892682,0.189006735761437,0,0.197286323705045,0.710854720047381,14.3085283562278,1.24791399735066,2.3799770284316,2.33282886302444,-1.79140614876771e-16,0.320922968439702,-1.03600672775274,-1.93688872269022,0.835396898317067,0.802070542047521,106.878,-6.334,TRUE,1,0.749,0.303,0.056,0.406,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Ciracas",2022,106.878,-6.334,-1.27342951637343e-16,4.5919353940843,-1.29284729691209,-4.60975066663095,1.94883799647515,-4.78473544112573,-2.69722411034828,-2.08751133077745,0,-1.13236911099691,0.710854720047381,14.3085283562278,1.24791399735066,2.3799770284316,2.33282886302444,-1.79140614876771e-16,0.320922968439702,-1.03600672775274,-1.93688872269022,0.835396898317067,0.802070542047521,106.878,-6.334,TRUE,1,0.749,0.303,0.056,0.406,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Ciracas",2024,106.878,-6.334,-1.27342951637343e-16,4.5919353940843,-1.29284729691209,-4.60975066663095,1.94883799647515,4.29795094215264,3.40002178467616,0.89792915747648,0,0.491490995373248,0.710854720047381,14.3085283562278,1.24791399735066,2.3799770284316,2.33282886302444,-1.79140614876771e-16,0.320922968439702,-1.03600672775274,-1.93688872269022,0.835396898317067,0.802070542047521,106.878,-6.334,TRUE,1,0.749,0.303,0.056,0.406,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Ciracas",2021,106.878,-6.334,-1.27342951637343e-16,4.5919353940843,-1.29284729691209,-4.60975066663095,1.94883799647515,-1.63844538678747,-0.448357570782274,-1.1900878160052,0,-0.842154978114134,0.710854720047381,14.3085283562278,1.24791399735066,2.3799770284316,2.33282886302444,-1.79140614876771e-16,0.320922968439702,-1.03600672775274,-1.93688872269022,0.835396898317067,0.802070542047521,106.878,-6.334,TRUE,1,0.749,0.303,0.056,0.406,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Duren Sawit",2024,106.921,-6.233,-1.19649351604684e-15,-6.35492020935028,-1.89961816346842,-9.14831731294105,8.79589484162803,14.8511148175724,13.7805075574423,1.07060726013017,0,0.636701179055345,0.910057662176513,7.96420680592146,1.06146269000209,1.25736490543035,4.60023214157966,-1.31474473077374e-15,-0.797935106936869,-1.78962311286201,-7.27578547280189,1.91205455962221,0.974711852813668,106.921,-6.233,TRUE,1,0.427,0.077,0,0.059,"Tidak Berpengaruh","Tidak Berpengaruh","Berpengaruh","Tidak Berpengaruh"
"Duren Sawit",2023,106.921,-6.233,-1.19649351604684e-15,-6.35492020935028,-1.89961816346842,-9.14831731294105,8.79589484162803,10.1393517271895,10.2948324594513,-0.155480732261825,0,-0.0789566417457162,0.910057662176513,7.96420680592146,1.06146269000209,1.25736490543035,4.60023214157966,-1.31474473077374e-15,-0.797935106936869,-1.78962311286201,-7.27578547280189,1.91205455962221,0.974711852813668,106.921,-6.233,TRUE,1,0.427,0.077,0,0.059,"Tidak Berpengaruh","Tidak Berpengaruh","Berpengaruh","Tidak Berpengaruh"
"Duren Sawit",2021,106.921,-6.233,-1.19649351604684e-15,-6.35492020935028,-1.89961816346842,-9.14831731294105,8.79589484162803,-7.89220317639145,-6.99247382384143,-0.899729352550022,0,-0.843576419244036,0.910057662176513,7.96420680592146,1.06146269000209,1.25736490543035,4.60023214157966,-1.31474473077374e-15,-0.797935106936869,-1.78962311286201,-7.27578547280189,1.91205455962221,0.974711852813668,106.921,-6.233,TRUE,1,0.427,0.077,0,0.059,"Tidak Berpengaruh","Tidak Berpengaruh","Berpengaruh","Tidak Berpengaruh"
